Order ID,Customer ID,Platform,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,OrderDate
ORD004841,CUST8113,JioMart,25,Snacks,74,Quick and reliable!,5,No,No,4/6/2018
ORD004842,CUST6316,Swiggy Instamart,20,Dairy,113,Good quality products.,4,No,No,4/7/2018
ORD004843,CUST1246,JioMart,33,Personal Care,782,Quick and reliable!,5,No,No,4/8/2018
ORD004844,CUST3742,Swiggy Instamart,33,Beverages,292,Packaging could be better.,3,No,No,4/9/2018
ORD004845,CUST5523,Swiggy Instamart,47,Beverages,732,Very satisfied with the service.,5,Yes,No,4/10/2018
ORD004846,CUST2960,Swiggy Instamart,37,Personal Care,1683,"Very late delivery, not happy.",2,No,Yes,4/11/2018
ORD004847,CUST7484,JioMart,24,Dairy,684,"Horrible experience, never ordering again.",1,No,Yes,4/12/2018
ORD004848,CUST4982,JioMart,30,Dairy,524,Packaging could be better.,3,No,No,4/13/2018
ORD004849,CUST1146,Swiggy Instamart,32,Snacks,165,"Very late delivery, not happy.",2,No,Yes,4/14/2018
ORD004850,CUST1688,Blinkit,35,Fruits & Vegetables,438,"Fast delivery, great service!",5,No,No,4/15/2018
ORD004851,CUST8786,Swiggy Instamart,9,Grocery,250,"Not fresh, disappointed.",2,No,Yes,4/16/2018
ORD004852,CUST3539,JioMart,25,Personal Care,1728,Packaging could be better.,3,No,No,4/17/2018
ORD004853,CUST7084,Swiggy Instamart,40,Beverages,887,"Easy to order, loved it!",5,No,No,4/18/2018
ORD004854,CUST2466,JioMart,33,Grocery,732,"Horrible experience, never ordering again.",1,No,Yes,4/19/2018
ORD004855,CUST5075,JioMart,30,Snacks,417,Quick and reliable!,5,No,No,4/20/2018
ORD004856,CUST3583,JioMart,24,Fruits & Vegetables,335,Quick and reliable!,5,No,No,4/21/2018
ORD004857,CUST9190,Swiggy Instamart,28,Grocery,1117,Delivery person was rude.,2,No,Yes,4/22/2018
ORD004858,CUST2497,JioMart,30,Beverages,710,Excellent experience!,5,No,No,4/23/2018
ORD004859,CUST6544,JioMart,20,Grocery,926,Excellent experience!,5,No,No,4/24/2018
ORD004860,CUST1983,Swiggy Instamart,32,Personal Care,301,Good quality products.,4,No,No,4/25/2018
ORD004861,CUST1979,JioMart,30,Dairy,782,Delivery person was rude.,2,No,Yes,4/26/2018
ORD004862,CUST6824,Swiggy Instamart,25,Grocery,1486,Good quality products.,4,No,No,4/27/2018
ORD004863,CUST3521,JioMart,25,Snacks,252,Wrong item delivered.,1,No,Yes,4/28/2018
ORD004864,CUST9787,Blinkit,17,Dairy,475,Quick and reliable!,5,No,No,4/29/2018
ORD004865,CUST2759,Blinkit,41,Beverages,255,"Horrible experience, never ordering again.",1,Yes,Yes,4/30/2018
ORD004866,CUST3061,JioMart,34,Snacks,426,"Horrible experience, never ordering again.",1,No,Yes,5/1/2018
ORD004867,CUST8992,Blinkit,32,Snacks,367,Very satisfied with the service.,5,No,No,5/2/2018
ORD004868,CUST4812,Swiggy Instamart,35,Grocery,409,"Not fresh, disappointed.",2,No,Yes,5/3/2018
ORD004869,CUST6189,Blinkit,5,Grocery,478,Wrong item delivered.,1,No,Yes,5/4/2018
ORD004870,CUST6690,JioMart,46,Fruits & Vegetables,554,"Fast delivery, great service!",5,Yes,No,5/5/2018
ORD004871,CUST8187,JioMart,5,Grocery,463,Quick and reliable!,5,No,No,5/6/2018
ORD004872,CUST4161,Swiggy Instamart,38,Grocery,955,Excellent experience!,5,No,No,5/7/2018
ORD004873,CUST1349,JioMart,30,Beverages,786,Items missing from order.,2,No,Yes,5/8/2018
ORD004874,CUST7189,Swiggy Instamart,19,Personal Care,350,"Fast delivery, great service!",5,No,No,5/9/2018
ORD004875,CUST6868,Blinkit,31,Personal Care,300,Quick and reliable!,5,No,No,5/10/2018
ORD004876,CUST3207,Blinkit,34,Dairy,110,"Easy to order, loved it!",5,No,No,5/11/2018
ORD004877,CUST5107,Swiggy Instamart,24,Dairy,670,Quick and reliable!,5,No,No,5/12/2018
ORD004878,CUST1646,Swiggy Instamart,42,Snacks,425,"Horrible experience, never ordering again.",1,Yes,Yes,5/13/2018
ORD004879,CUST8951,JioMart,14,Grocery,1099,"Easy to order, loved it!",5,No,No,5/14/2018
ORD004880,CUST8168,Blinkit,19,Personal Care,1849,Delivery person was rude.,2,No,Yes,5/15/2018
ORD004881,CUST5828,Swiggy Instamart,17,Dairy,702,Quick and reliable!,5,No,No,5/16/2018
ORD004882,CUST9892,Blinkit,15,Personal Care,1343,Delivery person was rude.,2,No,Yes,5/17/2018
ORD004883,CUST9029,Swiggy Instamart,31,Snacks,220,Items missing from order.,2,No,Yes,5/18/2018
ORD004884,CUST4109,Blinkit,46,Dairy,506,Items missing from order.,2,Yes,Yes,5/19/2018
ORD004885,CUST4057,JioMart,38,Personal Care,1018,Delivery person was rude.,2,No,Yes,5/20/2018
ORD004886,CUST9906,Blinkit,26,Grocery,1395,Delivery person was rude.,2,No,Yes,5/21/2018
ORD004887,CUST6696,Blinkit,43,Dairy,704,Very satisfied with the service.,5,Yes,No,5/22/2018
ORD004888,CUST6303,Blinkit,40,Beverages,125,"Horrible experience, never ordering again.",1,No,Yes,5/23/2018
ORD004889,CUST8674,Blinkit,23,Snacks,117,"Very late delivery, not happy.",2,No,Yes,5/24/2018
ORD004890,CUST5510,Blinkit,27,Dairy,731,"Fast delivery, great service!",5,No,No,5/25/2018
ORD004891,CUST3627,JioMart,32,Personal Care,1310,Good quality products.,4,No,No,5/26/2018
ORD004892,CUST2128,Swiggy Instamart,22,Dairy,761,"Very late delivery, not happy.",2,No,Yes,5/27/2018
ORD004893,CUST9702,Blinkit,20,Snacks,261,"Horrible experience, never ordering again.",1,No,Yes,5/28/2018
ORD004894,CUST3539,JioMart,37,Beverages,650,"Fast delivery, great service!",5,No,No,5/29/2018
ORD004895,CUST8362,Blinkit,39,Fruits & Vegetables,358,"Not fresh, disappointed.",2,No,Yes,5/30/2018
ORD004896,CUST5844,Blinkit,19,Snacks,233,Quick and reliable!,5,No,No,5/31/2018
ORD004897,CUST5314,Swiggy Instamart,33,Snacks,170,Quick and reliable!,5,No,No,6/1/2018
ORD004898,CUST9873,Blinkit,33,Dairy,290,"Very late delivery, not happy.",2,No,Yes,6/2/2018
ORD004899,CUST7014,JioMart,18,Beverages,456,"Not fresh, disappointed.",2,No,Yes,6/3/2018
ORD004900,CUST8439,JioMart,33,Beverages,708,Good quality products.,4,No,No,6/4/2018
ORD004901,CUST1011,Swiggy Instamart,35,Snacks,236,Quick and reliable!,5,No,No,6/5/2018
ORD004902,CUST9289,Blinkit,35,Fruits & Vegetables,608,Packaging could be better.,3,No,No,6/6/2018
ORD004903,CUST7210,JioMart,27,Fruits & Vegetables,224,Wrong item delivered.,1,No,Yes,6/7/2018
ORD004904,CUST4039,Blinkit,32,Snacks,446,"Fast delivery, great service!",5,No,No,6/8/2018
ORD004905,CUST1306,Blinkit,31,Personal Care,1771,"Horrible experience, never ordering again.",1,No,Yes,6/9/2018
ORD004906,CUST6965,Blinkit,30,Personal Care,278,Quick and reliable!,5,No,No,6/10/2018
ORD004907,CUST4912,Swiggy Instamart,38,Grocery,323,Excellent experience!,5,No,No,6/11/2018
ORD004908,CUST6254,Blinkit,20,Dairy,712,Wrong item delivered.,1,No,Yes,6/12/2018
ORD004909,CUST2037,JioMart,21,Snacks,159,"Not fresh, disappointed.",2,No,Yes,6/13/2018
ORD004910,CUST9830,Blinkit,19,Beverages,311,"Horrible experience, never ordering again.",1,No,Yes,6/14/2018
ORD004911,CUST7348,JioMart,39,Snacks,468,Wrong item delivered.,1,No,Yes,6/15/2018
ORD004912,CUST4110,Blinkit,29,Snacks,65,Packaging could be better.,3,No,No,6/16/2018
ORD004913,CUST9586,JioMart,23,Grocery,1228,Excellent experience!,5,No,No,6/17/2018
ORD004914,CUST9151,JioMart,42,Personal Care,1597,"Easy to order, loved it!",5,Yes,No,6/18/2018
ORD004915,CUST3525,Blinkit,27,Grocery,215,Items missing from order.,2,No,Yes,6/19/2018
ORD004916,CUST5638,Blinkit,8,Beverages,899,Good quality products.,4,No,No,6/20/2018
ORD004917,CUST6285,JioMart,23,Grocery,1112,"Easy to order, loved it!",5,No,No,6/21/2018
ORD004918,CUST7714,Swiggy Instamart,30,Snacks,256,"Not fresh, disappointed.",2,No,Yes,6/22/2018
ORD004919,CUST6276,Blinkit,33,Fruits & Vegetables,698,Packaging could be better.,3,No,No,6/23/2018
ORD004920,CUST2809,Swiggy Instamart,22,Snacks,190,Items missing from order.,2,No,Yes,6/24/2018
ORD004921,CUST2577,Blinkit,25,Snacks,116,Good quality products.,4,No,No,6/25/2018
ORD004922,CUST9572,Blinkit,24,Beverages,591,"Fast delivery, great service!",5,No,No,6/26/2018
ORD004923,CUST2092,Blinkit,36,Snacks,99,Delivery person was rude.,2,No,Yes,6/27/2018
ORD004924,CUST1717,Blinkit,43,Fruits & Vegetables,458,"Fast delivery, great service!",5,Yes,No,6/28/2018
ORD004925,CUST3126,Swiggy Instamart,22,Personal Care,254,Items missing from order.,2,No,Yes,6/29/2018
ORD004926,CUST3926,Blinkit,43,Personal Care,1909,"Horrible experience, never ordering again.",1,Yes,Yes,6/30/2018
ORD004927,CUST1512,JioMart,31,Personal Care,1698,"Very late delivery, not happy.",2,No,Yes,7/1/2018
ORD004928,CUST4310,JioMart,28,Fruits & Vegetables,667,Very satisfied with the service.,5,No,No,7/2/2018
ORD004929,CUST2753,Swiggy Instamart,26,Fruits & Vegetables,93,"Very late delivery, not happy.",2,No,Yes,7/3/2018
ORD004930,CUST8952,Blinkit,19,Beverages,693,Packaging could be better.,3,No,No,7/4/2018
ORD004931,CUST4139,JioMart,21,Beverages,104,Packaging could be better.,3,No,No,7/5/2018
ORD004932,CUST2617,Swiggy Instamart,19,Fruits & Vegetables,555,Excellent experience!,5,No,No,7/6/2018
ORD004933,CUST1521,Blinkit,18,Fruits & Vegetables,571,"Horrible experience, never ordering again.",1,No,Yes,7/7/2018
ORD004934,CUST7366,JioMart,33,Dairy,365,"Fast delivery, great service!",5,No,No,7/8/2018
ORD004935,CUST9026,JioMart,50,Fruits & Vegetables,242,Excellent experience!,5,Yes,No,7/9/2018
ORD004936,CUST9615,Swiggy Instamart,21,Grocery,1144,Wrong item delivered.,1,No,Yes,7/10/2018
ORD004937,CUST5193,Blinkit,26,Grocery,385,Excellent experience!,5,No,No,7/11/2018
ORD004938,CUST1804,Blinkit,39,Grocery,816,Excellent experience!,5,No,No,7/12/2018
ORD004939,CUST7002,JioMart,19,Fruits & Vegetables,267,Quick and reliable!,5,No,No,7/13/2018
ORD004940,CUST4616,JioMart,15,Snacks,477,"Not fresh, disappointed.",2,No,Yes,7/14/2018
ORD004941,CUST2161,JioMart,10,Beverages,923,Items missing from order.,2,No,Yes,7/15/2018
ORD004942,CUST1214,Blinkit,30,Snacks,460,Packaging could be better.,3,No,No,7/16/2018
ORD004943,CUST4419,Swiggy Instamart,23,Grocery,1394,Very satisfied with the service.,5,No,No,7/17/2018
ORD004944,CUST9051,Swiggy Instamart,16,Dairy,658,Delivery person was rude.,2,No,Yes,7/18/2018
ORD004945,CUST2310,Blinkit,22,Snacks,81,"Horrible experience, never ordering again.",1,No,Yes,7/19/2018
ORD004946,CUST8668,Swiggy Instamart,38,Grocery,283,Excellent experience!,5,No,No,7/20/2018
ORD004947,CUST1994,JioMart,25,Fruits & Vegetables,424,Packaging could be better.,3,No,No,7/21/2018
ORD004948,CUST6913,Swiggy Instamart,37,Dairy,287,"Fast delivery, great service!",5,No,No,7/22/2018
ORD004949,CUST7814,Swiggy Instamart,33,Grocery,1305,"Easy to order, loved it!",5,No,No,7/23/2018
ORD004950,CUST7046,Swiggy Instamart,30,Personal Care,303,Good quality products.,4,No,No,7/24/2018
ORD004951,CUST1955,JioMart,29,Grocery,630,Excellent experience!,5,No,No,7/25/2018
ORD004952,CUST5355,Blinkit,35,Fruits & Vegetables,174,Very satisfied with the service.,5,No,No,7/26/2018
ORD004953,CUST9667,JioMart,32,Grocery,1345,"Easy to order, loved it!",5,No,No,7/27/2018
ORD004954,CUST1666,Blinkit,31,Beverages,800,Very satisfied with the service.,5,No,No,7/28/2018
ORD004955,CUST2153,Blinkit,9,Grocery,1361,Very satisfied with the service.,5,No,No,7/29/2018
ORD004956,CUST5979,Blinkit,26,Fruits & Vegetables,207,Packaging could be better.,3,No,No,7/30/2018
ORD004957,CUST2276,Swiggy Instamart,13,Personal Care,1154,Items missing from order.,2,No,Yes,7/31/2018
ORD004958,CUST4537,Swiggy Instamart,18,Grocery,347,Items missing from order.,2,No,Yes,8/1/2018
ORD004959,CUST9511,Blinkit,39,Grocery,1380,Quick and reliable!,5,No,No,8/2/2018
ORD004960,CUST2591,Blinkit,27,Dairy,756,"Not fresh, disappointed.",2,No,Yes,8/3/2018
ORD004961,CUST2658,Swiggy Instamart,45,Snacks,217,Excellent experience!,5,Yes,No,8/4/2018
ORD004962,CUST4784,JioMart,36,Dairy,246,"Not fresh, disappointed.",2,No,Yes,8/5/2018
ORD004963,CUST9710,Blinkit,22,Dairy,679,"Easy to order, loved it!",5,No,No,8/6/2018
ORD004964,CUST7313,JioMart,25,Beverages,745,"Not fresh, disappointed.",2,No,Yes,8/7/2018
ORD004965,CUST4104,Swiggy Instamart,35,Fruits & Vegetables,191,Packaging could be better.,3,No,No,8/8/2018
ORD004966,CUST4164,Blinkit,34,Beverages,438,Very satisfied with the service.,5,No,No,8/9/2018
ORD004967,CUST9621,JioMart,38,Beverages,290,Packaging could be better.,3,No,No,8/10/2018
ORD004968,CUST5075,JioMart,7,Dairy,455,Excellent experience!,5,No,No,8/11/2018
ORD004969,CUST3931,JioMart,13,Grocery,270,Items missing from order.,2,No,Yes,8/12/2018
ORD004970,CUST7802,Swiggy Instamart,23,Grocery,1284,Items missing from order.,2,No,Yes,8/13/2018
ORD004971,CUST2728,Swiggy Instamart,35,Snacks,226,Delivery person was rude.,2,No,Yes,8/14/2018
ORD004972,CUST6864,JioMart,37,Fruits & Vegetables,307,"Easy to order, loved it!",5,No,No,8/15/2018
ORD004973,CUST8515,JioMart,5,Beverages,778,"Very late delivery, not happy.",2,No,Yes,8/16/2018
ORD004974,CUST7997,Swiggy Instamart,20,Beverages,271,Items missing from order.,2,No,Yes,8/17/2018
ORD004975,CUST2705,JioMart,34,Snacks,63,"Very late delivery, not happy.",2,No,Yes,8/18/2018
ORD004976,CUST3733,JioMart,18,Grocery,365,Packaging could be better.,3,No,No,8/19/2018
ORD004977,CUST3955,Swiggy Instamart,31,Beverages,632,Quick and reliable!,5,No,No,8/20/2018
ORD004978,CUST7579,JioMart,33,Beverages,439,Delivery person was rude.,2,No,Yes,8/21/2018
ORD004979,CUST9268,JioMart,24,Snacks,325,"Horrible experience, never ordering again.",1,No,Yes,8/22/2018
ORD004980,CUST6529,JioMart,30,Beverages,517,Good quality products.,4,No,No,8/23/2018
ORD004981,CUST3591,Swiggy Instamart,28,Grocery,1118,Excellent experience!,5,No,No,8/24/2018
ORD004982,CUST9747,JioMart,34,Dairy,119,"Not fresh, disappointed.",2,No,Yes,8/25/2018
ORD004983,CUST8258,Swiggy Instamart,27,Personal Care,794,"Not fresh, disappointed.",2,No,Yes,8/26/2018
ORD004984,CUST6772,Swiggy Instamart,11,Grocery,1219,Packaging could be better.,3,No,No,8/27/2018
ORD004985,CUST6163,Blinkit,35,Personal Care,382,Items missing from order.,2,No,Yes,8/28/2018
ORD004986,CUST6319,Blinkit,29,Snacks,447,Good quality products.,4,No,No,8/29/2018
ORD004987,CUST7090,JioMart,35,Fruits & Vegetables,304,Excellent experience!,5,No,No,8/30/2018
ORD004988,CUST7755,Swiggy Instamart,21,Dairy,398,"Horrible experience, never ordering again.",1,No,Yes,8/31/2018
ORD004989,CUST8054,Blinkit,26,Fruits & Vegetables,265,"Fast delivery, great service!",5,No,No,9/1/2018
ORD004990,CUST6299,JioMart,24,Fruits & Vegetables,588,Very satisfied with the service.,5,No,No,9/2/2018
ORD004991,CUST4943,Blinkit,38,Beverages,637,"Very late delivery, not happy.",2,No,Yes,9/3/2018
ORD004992,CUST9939,Blinkit,36,Dairy,673,"Fast delivery, great service!",5,No,No,9/4/2018
ORD004993,CUST4504,Swiggy Instamart,44,Beverages,140,Very satisfied with the service.,5,Yes,No,9/5/2018
ORD004994,CUST7145,Swiggy Instamart,28,Dairy,589,"Very late delivery, not happy.",2,No,Yes,9/6/2018
ORD004995,CUST5162,Blinkit,17,Snacks,276,Packaging could be better.,3,No,No,9/7/2018
ORD004996,CUST6898,Blinkit,19,Personal Care,1343,"Horrible experience, never ordering again.",1,No,Yes,9/8/2018
ORD004997,CUST8412,Swiggy Instamart,38,Grocery,580,Good quality products.,4,No,No,9/9/2018
ORD004998,CUST8331,JioMart,42,Snacks,384,Delivery person was rude.,2,Yes,Yes,9/10/2018
ORD004999,CUST7505,Swiggy Instamart,16,Fruits & Vegetables,652,Very satisfied with the service.,5,No,No,9/11/2018
ORD005000,CUST1003,Blinkit,24,Snacks,382,"Not fresh, disappointed.",2,No,Yes,9/12/2018
ORD005001,CUST1567,JioMart,18,Snacks,427,Good quality products.,4,No,No,9/13/2018
ORD005002,CUST5660,Blinkit,49,Fruits & Vegetables,57,Items missing from order.,2,Yes,Yes,9/14/2018
ORD005003,CUST1267,JioMart,33,Dairy,706,Good quality products.,4,No,No,9/15/2018
ORD005004,CUST9480,Blinkit,20,Dairy,234,Packaging could be better.,3,No,No,9/16/2018
ORD005005,CUST3213,JioMart,20,Grocery,277,Good quality products.,4,No,No,9/17/2018
ORD005006,CUST5945,JioMart,44,Beverages,249,"Not fresh, disappointed.",2,Yes,Yes,9/18/2018
ORD005007,CUST1107,Blinkit,36,Beverages,761,Good quality products.,4,No,No,9/19/2018
ORD005008,CUST5920,JioMart,29,Dairy,536,"Easy to order, loved it!",5,No,No,9/20/2018
ORD005009,CUST4635,Swiggy Instamart,25,Fruits & Vegetables,541,Packaging could be better.,3,No,No,9/21/2018
ORD005010,CUST4519,Blinkit,25,Dairy,126,"Easy to order, loved it!",5,No,No,9/22/2018
ORD005011,CUST6159,Swiggy Instamart,15,Beverages,459,"Easy to order, loved it!",5,No,No,9/23/2018
ORD005012,CUST1355,Blinkit,22,Fruits & Vegetables,210,Excellent experience!,5,No,No,9/24/2018
ORD005013,CUST5521,JioMart,25,Beverages,657,Wrong item delivered.,1,No,Yes,9/25/2018
ORD005014,CUST9376,JioMart,28,Snacks,419,Packaging could be better.,3,No,No,9/26/2018
ORD005015,CUST3534,JioMart,28,Fruits & Vegetables,97,Items missing from order.,2,No,Yes,9/27/2018
ORD005016,CUST2544,Blinkit,39,Dairy,795,Excellent experience!,5,No,No,9/28/2018
ORD005017,CUST1618,Swiggy Instamart,22,Beverages,994,Delivery person was rude.,2,No,Yes,9/29/2018
ORD005018,CUST8542,Swiggy Instamart,43,Fruits & Vegetables,109,Packaging could be better.,3,Yes,No,9/30/2018
ORD005019,CUST6827,Blinkit,28,Personal Care,369,"Horrible experience, never ordering again.",1,No,Yes,10/1/2018
ORD005020,CUST3557,Blinkit,33,Dairy,660,Very satisfied with the service.,5,No,No,10/2/2018
ORD005021,CUST3267,Swiggy Instamart,40,Beverages,198,"Easy to order, loved it!",5,No,No,10/3/2018
ORD005022,CUST5341,Swiggy Instamart,35,Fruits & Vegetables,412,"Very late delivery, not happy.",2,No,Yes,10/4/2018
ORD005023,CUST7014,Swiggy Instamart,37,Beverages,514,Delivery person was rude.,2,No,Yes,10/5/2018
ORD005024,CUST5093,Swiggy Instamart,23,Personal Care,1320,"Not fresh, disappointed.",2,No,Yes,10/6/2018
ORD005025,CUST4817,Blinkit,28,Fruits & Vegetables,246,"Easy to order, loved it!",5,No,No,10/7/2018
ORD005026,CUST5198,Blinkit,37,Beverages,302,"Fast delivery, great service!",5,No,No,10/8/2018
ORD005027,CUST5920,JioMart,37,Snacks,394,Quick and reliable!,5,No,No,10/9/2018
ORD005028,CUST2505,Swiggy Instamart,31,Beverages,734,Wrong item delivered.,1,No,Yes,10/10/2018
ORD005029,CUST7550,JioMart,37,Personal Care,1194,Delivery person was rude.,2,No,Yes,10/11/2018
ORD005030,CUST4562,Blinkit,21,Dairy,528,Very satisfied with the service.,5,No,No,10/12/2018
ORD005031,CUST2264,Blinkit,36,Personal Care,699,"Easy to order, loved it!",5,No,No,10/13/2018
ORD005032,CUST6319,JioMart,39,Fruits & Vegetables,240,Quick and reliable!,5,No,No,10/14/2018
ORD005033,CUST8905,Swiggy Instamart,29,Snacks,206,Items missing from order.,2,No,Yes,10/15/2018
ORD005034,CUST3832,Swiggy Instamart,31,Dairy,576,"Not fresh, disappointed.",2,No,Yes,10/16/2018
ORD005035,CUST8999,Swiggy Instamart,9,Dairy,799,Quick and reliable!,5,No,No,10/17/2018
ORD005036,CUST2562,Swiggy Instamart,43,Snacks,301,Packaging could be better.,3,Yes,No,10/18/2018
ORD005037,CUST5921,JioMart,33,Grocery,1436,"Not fresh, disappointed.",2,No,Yes,10/19/2018
ORD005038,CUST1612,JioMart,35,Beverages,251,Packaging could be better.,3,No,No,10/20/2018
ORD005039,CUST7251,Blinkit,33,Personal Care,206,Very satisfied with the service.,5,No,No,10/21/2018
ORD005040,CUST2285,Swiggy Instamart,34,Dairy,325,Packaging could be better.,3,No,No,10/22/2018
ORD005041,CUST1916,Swiggy Instamart,33,Snacks,266,Packaging could be better.,3,No,No,10/23/2018
ORD005042,CUST6478,Swiggy Instamart,44,Grocery,932,"Easy to order, loved it!",5,Yes,No,10/24/2018
ORD005043,CUST6700,JioMart,54,Snacks,153,"Not fresh, disappointed.",2,Yes,Yes,10/25/2018
ORD005044,CUST8115,Swiggy Instamart,40,Snacks,83,Excellent experience!,5,No,No,10/26/2018
ORD005045,CUST7824,JioMart,42,Grocery,1354,Very satisfied with the service.,5,Yes,No,10/27/2018
ORD005046,CUST2974,Swiggy Instamart,25,Personal Care,916,Wrong item delivered.,1,No,Yes,10/28/2018
ORD005047,CUST4714,Swiggy Instamart,27,Dairy,140,Packaging could be better.,3,No,No,10/29/2018
ORD005048,CUST1187,Blinkit,33,Grocery,1068,Very satisfied with the service.,5,No,No,10/30/2018
ORD005049,CUST7266,Swiggy Instamart,35,Beverages,193,Packaging could be better.,3,No,No,10/31/2018
ORD005050,CUST1886,Swiggy Instamart,33,Dairy,457,Packaging could be better.,3,No,No,11/1/2018
ORD005051,CUST5993,Blinkit,20,Beverages,119,"Very late delivery, not happy.",2,No,Yes,11/2/2018
ORD005052,CUST9591,JioMart,25,Grocery,288,"Very late delivery, not happy.",2,No,Yes,11/3/2018
ORD005053,CUST1674,JioMart,26,Dairy,656,"Not fresh, disappointed.",2,No,Yes,11/4/2018
ORD005054,CUST6231,Swiggy Instamart,34,Personal Care,1621,"Horrible experience, never ordering again.",1,No,Yes,11/5/2018
ORD005055,CUST9846,JioMart,26,Beverages,633,Good quality products.,4,No,No,11/6/2018
ORD005056,CUST3450,Swiggy Instamart,27,Snacks,454,Good quality products.,4,No,No,11/7/2018
ORD005057,CUST6354,Blinkit,27,Snacks,336,Packaging could be better.,3,No,No,11/8/2018
ORD005058,CUST9231,Blinkit,36,Beverages,990,Excellent experience!,5,No,No,11/9/2018
ORD005059,CUST4617,Swiggy Instamart,42,Snacks,181,Excellent experience!,5,Yes,No,11/10/2018
ORD005060,CUST3509,Blinkit,22,Beverages,903,Quick and reliable!,5,No,No,11/11/2018
ORD005061,CUST1827,Blinkit,37,Beverages,715,Quick and reliable!,5,No,No,11/12/2018
ORD005062,CUST7436,Swiggy Instamart,20,Dairy,118,Items missing from order.,2,No,Yes,11/13/2018
ORD005063,CUST8300,Swiggy Instamart,36,Personal Care,446,Delivery person was rude.,2,No,Yes,11/14/2018
ORD005064,CUST9269,Blinkit,17,Personal Care,1224,"Easy to order, loved it!",5,No,No,11/15/2018
ORD005065,CUST2475,JioMart,43,Personal Care,1714,Packaging could be better.,3,Yes,No,11/16/2018
ORD005066,CUST4638,JioMart,27,Beverages,218,"Not fresh, disappointed.",2,No,Yes,11/17/2018
ORD005067,CUST8076,Swiggy Instamart,32,Beverages,904,"Fast delivery, great service!",5,No,No,11/18/2018
ORD005068,CUST5747,Swiggy Instamart,31,Dairy,624,"Fast delivery, great service!",5,No,No,11/19/2018
ORD005069,CUST7460,JioMart,43,Fruits & Vegetables,447,"Horrible experience, never ordering again.",1,Yes,Yes,11/20/2018
ORD005070,CUST3425,Blinkit,23,Fruits & Vegetables,307,Packaging could be better.,3,No,No,11/21/2018
ORD005071,CUST3165,JioMart,29,Personal Care,1912,Items missing from order.,2,No,Yes,11/22/2018
ORD005072,CUST6507,JioMart,31,Fruits & Vegetables,292,Items missing from order.,2,No,Yes,11/23/2018
ORD005073,CUST2352,JioMart,39,Personal Care,1444,Items missing from order.,2,No,Yes,11/24/2018
ORD005074,CUST8796,JioMart,22,Grocery,1155,"Easy to order, loved it!",5,No,No,11/25/2018
ORD005075,CUST1807,Swiggy Instamart,8,Personal Care,171,Good quality products.,4,No,No,11/26/2018
ORD005076,CUST9980,Swiggy Instamart,18,Snacks,201,"Very late delivery, not happy.",2,No,Yes,11/27/2018
ORD005077,CUST7540,Blinkit,37,Grocery,403,"Easy to order, loved it!",5,No,No,11/28/2018
ORD005078,CUST5301,Blinkit,30,Fruits & Vegetables,155,Packaging could be better.,3,No,No,11/29/2018
ORD005079,CUST2393,Blinkit,29,Personal Care,836,"Horrible experience, never ordering again.",1,No,Yes,11/30/2018
ORD005080,CUST7529,Blinkit,21,Dairy,299,"Fast delivery, great service!",5,No,No,12/1/2018
ORD005081,CUST9221,JioMart,30,Personal Care,968,Good quality products.,4,No,No,12/2/2018
ORD005082,CUST8118,Swiggy Instamart,35,Grocery,894,"Fast delivery, great service!",5,No,No,12/3/2018
ORD005083,CUST3136,Swiggy Instamart,28,Beverages,876,Items missing from order.,2,No,Yes,12/4/2018
ORD005084,CUST3209,Blinkit,42,Beverages,359,Wrong item delivered.,1,Yes,Yes,12/5/2018
ORD005085,CUST8879,Blinkit,38,Grocery,1094,"Very late delivery, not happy.",2,No,Yes,12/6/2018
ORD005086,CUST4245,JioMart,28,Snacks,291,Packaging could be better.,3,No,No,12/7/2018
ORD005087,CUST8993,JioMart,36,Snacks,217,"Horrible experience, never ordering again.",1,No,Yes,12/8/2018
ORD005088,CUST7476,Blinkit,30,Dairy,274,Excellent experience!,5,No,No,12/9/2018
ORD005089,CUST4212,Swiggy Instamart,33,Dairy,535,Delivery person was rude.,2,No,Yes,12/10/2018
ORD005090,CUST9589,Swiggy Instamart,27,Dairy,440,"Not fresh, disappointed.",2,No,Yes,12/11/2018
ORD005091,CUST5034,Swiggy Instamart,31,Beverages,508,Delivery person was rude.,2,No,Yes,12/12/2018
ORD005092,CUST4970,Blinkit,15,Personal Care,1815,Good quality products.,4,No,No,12/13/2018
ORD005093,CUST2173,Swiggy Instamart,22,Beverages,305,"Very late delivery, not happy.",2,No,Yes,12/14/2018
ORD005094,CUST5362,JioMart,41,Fruits & Vegetables,470,"Easy to order, loved it!",5,Yes,No,12/15/2018
ORD005095,CUST8046,JioMart,26,Personal Care,828,Wrong item delivered.,1,No,Yes,12/16/2018
ORD005096,CUST6298,Blinkit,19,Grocery,924,"Horrible experience, never ordering again.",1,No,Yes,12/17/2018
ORD005097,CUST2467,JioMart,46,Dairy,297,Very satisfied with the service.,5,Yes,No,12/18/2018
ORD005098,CUST2843,Blinkit,27,Snacks,423,Wrong item delivered.,1,No,Yes,12/19/2018
ORD005099,CUST7776,Swiggy Instamart,35,Fruits & Vegetables,469,"Not fresh, disappointed.",2,No,Yes,12/20/2018
